1,Amity in Fame,"metal,rock,strings,guitar,drum"
2,Antarhes,"rock,metal,electricguitar,strings,drum,guitar"
3,NanowaR,"rock,metal,electricguitar,strings,drum,guitar,percussion"
4,Oleg Serkov,"metal,rock,pop,electricguitar,guitar,strings,drum,energetic"
5,Nocreeps,"rock,metal,electricguitar,strings,drum,guitar,percussion"
6,Non Camera,"pop,rock,piano,strings,poprock,peaceful,sad,ballad"
